-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 05/14/2026 in LST
Location: latitude  23.8103   longitude 90.4125 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 10.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M
2003,11,1,24.86,29.35,21.07,81.44,0.09,1.12
2003,11,2,24.03,29.02,19.79,80.19,0.0,1.34
2003,11,3,23.62,28.85,19.46,83.79,0.0,1.48
2003,11,4,22.93,28.12,18.92,84.61,0.0,1.8
2003,11,5,22.85,28.24,18.31,82.42,0.0,1.48
2003,11,6,23.69,28.18,19.4,77.41,0.15,0.84
2003,11,7,24.04,28.86,18.96,73.08,0.14,0.65
2003,11,8,23.89,28.84,19.04,69.44,0.0,0.69
2003,11,9,21.89,27.09,17.24,77.8,0.0,1.18
2003,11,10,21.82,27.5,17.41,78.32,0.0,1.2
2003,11,11,21.89,28.06,17.35,75.49,0.0,1.14
2003,11,12,22.46,28.61,17.09,74.79,0.0,0.96
2003,11,13,21.8,27.8,17.09,77.28,0.0,1.36
2003,11,14,21.44,28.34,16.43,77.32,0.0,1.52
2003,11,15,21.33,28.63,15.86,75.78,0.0,1.15
2003,11,16,21.18,27.51,15.66,76.09,0.0,1.25
2003,11,17,21.33,27.13,16.6,83.6,7.23,1.39
2003,11,18,21.16,27.42,15.69,79.88,0.0,1.42
2003,11,19,20.83,26.83,16.05,81.65,0.0,1.38
2003,11,20,21.19,27.84,16.4,78.24,0.0,1.29
2003,11,21,20.14,27.41,14.66,76.12,0.0,1.35
2003,11,22,20.12,26.71,14.24,73.42,0.0,0.94
2003,11,23,20.75,26.75,15.34,75.91,0.0,0.92
2003,11,24,20.99,27.26,16.26,78.57,0.0,0.95
2003,11,25,20.84,26.94,16.29,83.23,0.0,1.47
2003,11,26,21.1,27.66,16.04,79.89,0.0,1.22
2003,11,27,20.38,26.65,15.62,80.71,0.0,1.44
2003,11,28,19.71,25.98,15.21,80.95,0.0,1.4
2003,11,29,19.31,25.89,14.15,79.23,0.0,1.25
2003,11,30,19.24,25.86,14.37,76.9,0.0,1.22
2003,12,1,18.95,25.87,13.75,77.22,0.0,1.16
2003,12,2,18.88,25.81,13.59,76.38,0.0,1.16
2003,12,3,19.09,25.89,13.77,74.51,0.0,0.97
2003,12,4,18.95,25.36,13.34,75.99,0.0,1.23
2003,12,5,18.34,25.1,12.95,77.58,0.0,1.47
2003,12,6,18.36,24.35,13.52,75.3,0.0,1.01
2003,12,7,18.55,24.93,13.99,73.9,0.0,1.03
2003,12,8,19.56,26.56,13.44,71.82,0.0,0.89
2003,12,9,20.42,26.9,14.73,73.66,0.0,0.97
2003,12,10,20.23,27.26,14.49,75.78,0.0,1.23
2003,12,11,19.86,27.02,14.07,76.89,0.0,1.47
2003,12,12,19.99,27.67,13.76,72.75,0.0,1.4
2003,12,13,20.04,27.2,14.05,71.23,0.0,1.23
2003,12,14,20.32,28.36,14.76,68.34,0.0,0.86
2003,12,15,19.69,26.61,13.9,71.84,0.0,1.26
2003,12,16,20.16,25.49,15.65,73.64,0.16,1.31
2003,12,17,19.39,23.6,16.41,83.21,1.53,1.67
2003,12,18,19.13,22.48,17.04,85.99,2.35,2.33
2003,12,19,19.79,24.1,17.09,86.9,25.99,2.51
2003,12,20,20.27,26.11,16.04,82.98,1.65,1.91
2003,12,21,19.51,25.95,14.16,80.76,0.0,1.84
2003,12,22,19.49,26.18,14.02,78.66,0.0,1.41
2003,12,23,18.97,24.47,14.55,79.73,0.0,1.55
2003,12,24,18.33,25.03,12.86,72.34,0.01,1.68
2003,12,25,17.1,24.67,11.14,64.06,0.03,1.41
2003,12,26,16.73,24.57,10.38,76.04,0.0,1.58
2003,12,27,17.19,24.35,10.8,76.03,0.0,1.43
2003,12,28,16.17,19.82,13.02,83.18,5.73,1.83
2003,12,29,15.6,21.9,10.13,80.02,0.3,1.47
2003,12,30,16.21,23.93,9.88,75.73,0.0,1.65
2003,12,31,16.06,23.03,10.37,77.79,0.0,1.54
2004,1,1,16.06,23.55,10.08,77.18,0.0,1.48
2004,1,2,15.78,23.38,10.0,76.07,0.0,1.6
2004,1,3,14.76,22.58,9.11,74.31,0.16,1.61
2004,1,4,13.96,22.12,7.62,74.22,0.0,1.84
2004,1,5,14.41,22.44,7.7,71.07,0.0,1.8
2004,1,6,16.47,24.84,10.52,68.0,0.0,0.96
2004,1,7,17.45,25.36,11.21,70.61,0.0,1.03
2004,1,8,17.48,24.81,12.71,72.01,0.0,1.79
2004,1,9,15.62,23.85,9.01,64.07,0.0,1.9
2004,1,10,16.5,24.82,9.37,67.47,0.0,1.7
2004,1,11,18.16,25.82,11.5,65.95,0.0,1.06
2004,1,12,18.6,25.36,13.85,62.59,0.0,0.92
2004,1,13,18.28,24.49,13.44,66.55,0.0,1.18
2004,1,14,19.06,25.44,13.17,64.19,0.0,1.3
2004,1,15,19.29,26.71,13.09,67.87,0.01,1.11
2004,1,16,18.77,25.94,12.41,68.04,0.51,1.31
2004,1,17,18.98,26.12,12.85,69.1,0.0,1.08
2004,1,18,19.74,25.99,13.68,65.59,0.0,1.06
2004,1,19,19.69,26.48,13.43,76.73,0.92,1.96
2004,1,20,20.52,26.35,15.25,76.27,0.59,1.5
2004,1,21,19.61,26.06,13.73,68.97,0.0,1.4
2004,1,22,19.73,27.06,12.77,66.71,0.01,1.33
2004,1,23,20.36,27.57,14.44,68.12,0.02,1.47
2004,1,24,20.48,26.08,15.32,68.76,1.38,1.41
2004,1,25,18.9,25.43,14.19,70.35,0.0,1.89
2004,1,26,15.78,21.89,10.81,63.16,0.0,1.79
2004,1,27,16.29,24.93,9.21,54.18,0.0,1.97
2004,1,28,15.62,23.54,9.96,54.94,0.0,1.83
2004,1,29,15.99,24.29,8.75,56.58,0.0,1.59
2004,1,30,17.24,24.94,11.38,58.71,0.0,1.58
2004,1,31,18.38,27.22,10.92,58.83,0.0,1.66
2004,2,1,17.58,21.1,14.04,73.1,0.0,1.53
2004,2,2,19.4,27.02,14.05,71.0,0.0,1.96
2004,2,3,16.83,24.22,10.98,55.32,0.0,2.46
2004,2,4,16.05,23.14,9.85,51.79,0.0,1.53
2004,2,5,16.54,23.96,10.56,53.55,0.0,1.4
2004,2,6,17.65,25.04,11.0,52.56,0.0,1.31
2004,2,7,17.95,25.37,11.8,64.44,0.0,1.54
2004,2,8,17.55,25.92,10.54,51.89,0.0,1.59
2004,2,9,19.01,27.44,10.8,52.5,0.0,1.01
2004,2,10,20.47,28.35,13.76,52.14,0.0,1.09
2004,2,11,20.91,29.32,14.13,50.98,0.0,1.34
2004,2,12,20.69,29.51,13.86,51.57,0.0,1.76
2004,2,13,20.99,30.39,13.12,49.45,0.0,1.32
2004,2,14,21.21,29.68,14.11,45.76,0.0,1.19
2004,2,15,22.48,29.55,16.43,42.44,0.0,1.01
2004,2,16,21.27,29.92,14.33,50.42,0.0,1.41
2004,2,17,21.43,30.09,15.08,52.45,0.0,1.55
2004,2,18,21.67,30.52,15.33,49.06,0.0,1.47
2004,2,19,22.9,31.02,15.68,44.51,0.01,1.57
2004,2,20,23.39,30.86,16.7,64.33,3.25,1.83
2004,2,21,22.49,29.82,16.53,68.37,0.58,1.33
2004,2,22,22.57,29.87,17.51,54.81,0.0,1.4
2004,2,23,23.04,31.34,16.39,44.43,0.0,1.45
2004,2,24,22.79,31.25,15.78,46.9,0.0,1.4
2004,2,25,23.27,31.57,15.21,47.32,0.0,1.12
2004,2,26,24.17,31.09,15.98,48.79,0.0,0.86
2004,2,27,25.32,32.23,17.35,54.16,0.0,0.85
2004,2,28,24.87,33.35,17.44,48.11,0.07,1.78
2004,2,29,25.13,34.5,16.4,52.9,0.0,2.11
2004,3,1,25.0,33.85,17.37,51.29,0.0,1.97
2004,3,2,24.13,33.5,13.99,32.95,0.0,1.61
2004,3,3,23.48,32.8,16.18,34.08,0.0,1.71
2004,3,4,23.13,32.63,15.17,32.11,0.0,1.6
2004,3,5,23.3,32.41,16.02,32.09,0.0,1.59
2004,3,6,25.03,35.07,14.62,36.75,0.0,1.5
2004,3,7,23.38,29.53,19.18,45.46,2.02,1.22
2004,3,8,24.16,32.38,17.43,50.69,0.03,1.86
2004,3,9,26.51,34.67,17.73,40.22,0.0,1.35
2004,3,10,24.56,30.86,20.2,50.55,1.59,2.13
2004,3,11,24.35,31.5,17.36,49.73,0.0,1.39
2004,3,12,26.12,33.92,17.91,44.67,0.0,1.33
2004,3,13,26.7,34.73,18.5,44.58,0.02,1.04
2004,3,14,27.03,35.73,18.53,44.45,0.0,1.17
2004,3,15,27.88,36.53,19.54,44.41,0.0,1.36
2004,3,16,28.98,36.99,21.97,42.72,0.0,1.18
2004,3,17,28.74,37.16,21.38,57.31,0.14,2.68
2004,3,18,29.1,37.07,22.68,61.04,0.0,2.45
2004,3,19,28.53,34.85,22.74,64.98,1.76,2.84
2004,3,20,28.93,36.96,23.32,64.39,5.74,3.67
2004,3,21,29.17,36.37,23.67,64.62,0.01,4.13
2004,3,22,29.78,38.01,23.67,61.27,0.0,4.14
2004,3,23,30.15,38.55,23.56,61.08,0.01,4.74
2004,3,24,30.29,38.83,24.22,61.04,0.0,4.22
2004,3,25,30.04,38.23,23.8,59.45,0.0,3.77
2004,3,26,30.25,38.53,23.34,55.88,0.0,3.36
2004,3,27,31.39,40.01,24.06,53.18,0.0,3.02
2004,3,28,31.69,40.74,24.13,49.91,0.0,3.08
2004,3,29,31.24,39.92,23.9,51.71,0.02,2.55
2004,3,30,30.56,37.68,24.74,56.39,0.03,2.36
2004,3,31,30.64,37.54,25.41,55.29,7.14,2.33
2004,4,1,28.62,35.32,22.9,53.5,6.3,2.76
2004,4,2,29.18,35.83,22.39,50.28,0.12,1.49
2004,4,3,30.67,37.31,24.44,56.33,2.85,2.63
2004,4,4,30.25,36.04,24.76,58.89,2.21,2.41
2004,4,5,30.97,36.93,25.2,56.2,0.78,2.61
2004,4,6,28.96,35.13,24.83,66.66,18.12,2.65
2004,4,7,26.28,29.82,23.58,77.77,7.38,1.89
2004,4,8,27.18,32.61,21.68,67.59,0.48,2.09
2004,4,9,26.84,31.42,23.44,76.74,10.74,3.17
2004,4,10,28.03,33.05,23.74,76.05,23.67,3.66
2004,4,11,30.58,37.79,24.52,66.77,3.16,3.99
2004,4,12,30.85,37.96,25.52,66.51,2.94,4.54
2004,4,13,30.89,38.5,25.22,68.49,2.62,5.07
2004,4,14,31.52,40.16,25.68,66.03,4.08,5.31
2004,4,15,31.45,39.58,26.02,66.87,4.93,6.36
2004,4,16,31.42,39.33,26.37,67.15,6.42,5.61
2004,4,17,30.52,37.24,26.23,71.97,8.91,4.56
2004,4,18,29.61,35.88,25.95,77.04,31.68,4.72
2004,4,19,28.0,31.85,25.41,82.31,17.75,3.4
2004,4,20,27.37,31.02,24.43,79.94,8.3,1.73
2004,4,21,28.96,34.19,23.59,69.13,0.75,1.56
2004,4,22,29.53,35.85,24.52,69.62,16.19,2.55
2004,4,23,28.08,33.45,23.44,75.62,21.44,2.89
2004,4,24,27.7,31.86,23.74,76.01,4.9,1.39
2004,4,25,27.75,32.32,23.48,69.4,0.0,1.37
2004,4,26,28.38,33.53,22.63,63.39,3.2,1.29
2004,4,27,27.95,32.53,22.89,66.57,15.26,0.97
2004,4,28,29.24,34.25,23.82,60.16,1.33,0.61
2004,4,29,28.81,33.25,23.84,66.4,2.03,0.81
2004,4,30,29.83,35.37,24.27,67.01,0.4,1.03
2004,5,1,30.55,36.27,24.49,64.49,0.44,0.96
2004,5,2,31.5,37.47,25.6,59.52,2.76,1.73
2004,5,3,30.13,37.49,23.35,54.14,0.0,1.57
2004,5,4,28.8,36.99,21.4,53.51,0.0,1.81
2004,5,5,30.37,37.9,22.14,48.24,0.0,1.37
2004,5,6,32.03,39.59,24.4,53.46,0.0,1.65
2004,5,7,32.02,38.89,25.82,57.15,0.0,1.39
2004,5,8,32.29,39.09,25.83,53.84,0.01,1.46
2004,5,9,32.05,39.11,25.93,56.33,0.15,2.62
2004,5,10,32.39,39.21,26.51,60.92,0.04,4.01
2004,5,11,33.12,40.71,27.11,61.08,0.86,4.5
2004,5,12,32.37,38.06,27.55,67.0,1.6,4.49
2004,5,13,31.83,37.05,27.94,71.01,4.32,4.58
2004,5,14,31.47,35.79,27.74,73.67,5.98,3.52
2004,5,15,30.74,33.7,28.08,79.81,0.81,3.53
2004,5,16,31.23,35.71,27.54,70.27,0.52,1.99
2004,5,17,31.13,36.4,26.94,71.68,7.17,1.74
2004,5,18,30.53,34.86,26.97,76.61,4.74,2.33
2004,5,19,32.3,38.03,26.84,65.72,1.57,1.88
2004,5,20,30.96,37.61,25.15,67.42,20.33,2.79
2004,5,21,30.71,36.54,26.93,73.33,12.32,3.19
2004,5,22,29.64,35.38,26.52,79.25,26.12,3.14
2004,5,23,27.93,30.88,25.47,86.71,14.93,3.64
2004,5,24,27.89,32.14,24.56,80.3,0.9,2.67
2004,5,25,27.18,30.01,24.65,81.32,0.63,2.8
2004,5,26,28.37,31.91,25.1,78.54,0.15,2.29
2004,5,27,30.18,35.04,24.88,70.89,0.86,1.69
2004,5,28,30.58,34.77,26.25,70.33,3.05,1.47
2004,5,29,30.18,34.42,26.36,71.82,2.52,2.08
2004,5,30,30.03,35.28,25.85,71.73,10.82,2.77
2004,5,31,29.13,32.84,24.92,75.89,9.63,1.68
2004,6,1,30.48,35.73,25.55,71.55,1.33,2.12
2004,6,2,28.59,31.23,26.53,82.01,13.48,2.98
2004,6,3,28.57,31.91,26.12,84.63,29.03,3.48
2004,6,4,28.22,31.43,25.54,82.61,2.62,2.37
2004,6,5,29.49,34.69,24.48,72.35,2.56,2.05
2004,6,6,29.53,33.59,25.62,76.65,3.67,1.89
2004,6,7,29.95,34.27,26.02,73.8,3.37,1.43
2004,6,8,29.45,32.63,26.13,76.15,0.3,1.4
2004,6,9,30.37,33.55,26.32,70.51,0.84,1.05
2004,6,10,31.15,35.13,26.63,65.68,5.22,0.73
2004,6,11,30.22,34.34,26.82,74.31,5.07,1.79
2004,6,12,29.68,33.81,26.2,77.99,1.68,2.34
2004,6,13,28.12,29.9,26.77,89.38,5.93,3.18
2004,6,14,28.03,30.21,26.39,86.57,5.67,2.85
2004,6,15,29.07,32.87,26.1,82.78,6.5,2.81
2004,6,16,29.6,33.68,26.62,79.76,11.63,1.56
2004,6,17,29.2,32.8,26.07,83.42,28.32,1.89
2004,6,18,29.29,32.92,26.3,81.53,8.54,1.76
2004,6,19,28.5,31.35,26.34,86.99,23.24,2.05
2004,6,20,28.91,32.99,26.44,86.04,11.36,2.46
2004,6,21,28.13,30.42,26.22,88.53,37.99,5.0
2004,6,22,28.92,31.96,26.51,87.46,15.68,3.51
2004,6,23,29.59,33.9,26.38,84.89,29.34,3.37
2004,6,24,28.02,30.02,26.68,92.26,61.14,2.49
2004,6,25,29.15,32.67,26.53,86.0,19.52,2.26
2004,6,26,27.49,29.08,26.15,90.38,18.54,1.77
2004,6,27,29.24,32.9,25.59,85.39,0.12,1.84
2004,6,28,29.04,31.49,27.26,89.75,0.69,2.7
2004,6,29,28.37,31.64,26.21,89.37,1.07,3.64
2004,6,30,28.64,31.99,25.84,85.57,1.01,2.85
2004,7,1,28.86,32.31,25.65,83.87,4.62,1.66
2004,7,2,29.87,33.34,25.93,81.81,14.23,1.32
2004,7,3,28.98,32.51,26.92,87.09,9.14,2.64
2004,7,4,28.15,29.94,26.76,92.55,10.4,2.99
2004,7,5,28.51,31.01,26.82,90.33,9.67,3.28
2004,7,6,28.29,30.99,26.26,90.9,26.2,3.75
2004,7,7,28.44,31.11,26.7,88.85,28.48,4.1
2004,7,8,28.01,30.68,26.22,88.74,12.76,5.06
2004,7,9,27.62,29.36,26.34,93.11,20.32,4.38
2004,7,10,27.2,28.79,26.16,92.32,10.16,2.92
2004,7,11,27.96,31.01,25.67,88.84,12.88,2.67
2004,7,12,27.44,29.86,25.27,89.01,12.93,2.1
2004,7,13,28.04,31.21,25.02,87.18,1.47,1.57
2004,7,14,26.94,28.75,25.38,90.19,7.2,2.18
2004,7,15,27.3,29.51,25.62,92.67,19.17,2.83
2004,7,16,27.78,30.26,25.95,91.87,15.82,4.06
2004,7,17,27.77,30.05,26.26,92.29,7.98,3.49
2004,7,18,27.77,29.63,26.29,93.03,20.55,3.9
2004,7,19,27.77,29.84,26.42,92.98,58.15,3.91
2004,7,20,27.26,28.87,25.85,93.18,35.55,3.52
2004,7,21,26.21,28.35,24.13,90.37,2.05,2.77
2004,7,22,27.97,31.87,24.11,86.3,2.28,1.16
2004,7,23,28.65,31.84,26.03,87.35,9.64,2.46
2004,7,24,27.27,29.1,25.59,93.53,16.73,2.06
2004,7,25,28.01,31.18,25.52,89.22,11.75,2.18
2004,7,26,28.46,31.82,25.87,87.71,5.24,2.46
2004,7,27,28.06,31.51,25.79,87.96,4.18,2.78
2004,7,28,28.12,31.24,25.64,87.82,4.88,3.17
2004,7,29,27.6,30.37,26.0,91.46,8.93,3.45
2004,7,30,27.42,29.4,26.01,92.22,6.17,2.93
2004,7,31,28.31,31.64,25.83,88.08,4.6,2.94
2004,8,1,28.43,31.55,25.71,89.06,2.79,2.07
2004,8,2,28.25,30.53,26.13,90.15,6.34,1.48
2004,8,3,28.6,32.3,25.95,87.69,9.91,1.83
2004,8,4,27.85,30.87,25.88,91.27,9.67,3.8
2004,8,5,27.6,30.59,25.32,90.51,10.97,3.7
2004,8,6,28.29,32.35,25.58,89.27,7.29,3.11
2004,8,7,27.3,29.22,25.42,92.49,1.47,3.79
2004,8,8,27.76,30.6,25.89,90.47,1.46,2.9
2004,8,9,27.74,30.59,25.53,90.96,2.34,2.91
2004,8,10,27.51,29.52,26.11,92.41,5.84,2.77
2004,8,11,28.29,31.58,25.43,88.99,3.36,3.47
2004,8,12,28.16,31.55,25.71,89.65,13.71,3.83
2004,8,13,27.45,30.05,25.58,92.94,13.6,3.34
2004,8,14,27.69,30.95,25.78,89.9,5.09,3.15
2004,8,15,28.42,32.11,25.73,88.08,1.3,2.81
2004,8,16,28.89,32.45,25.9,87.52,0.93,2.24
2004,8,17,28.25,31.12,26.48,89.08,1.55,1.9
2004,8,18,28.24,31.45,25.83,90.81,18.74,2.26
2004,8,19,27.89,30.03,25.82,91.2,12.8,1.97
2004,8,20,28.32,31.73,26.23,89.87,9.65,3.4
2004,8,21,28.53,32.64,25.62,88.36,1.26,3.22
2004,8,22,28.71,32.64,26.35,88.26,0.7,2.7
2004,8,23,27.86,30.24,26.17,90.71,1.98,2.33
2004,8,24,28.34,31.98,25.6,89.09,1.62,2.29
2004,8,25,27.96,30.03,26.34,91.47,10.16,2.06
2004,8,26,28.04,29.93,26.5,92.69,11.98,2.12
2004,8,27,27.9,30.33,26.37,90.63,11.4,1.92
2004,8,28,28.98,32.47,25.57,85.1,20.54,1.03
2004,8,29,27.95,29.95,25.87,89.42,6.09,1.83
2004,8,30,28.49,32.67,25.56,88.51,5.1,2.46
2004,8,31,28.17,31.78,26.01,90.17,7.41,2.29
2004,9,1,27.95,30.7,25.64,90.23,2.63,1.57
2004,9,2,28.21,30.49,26.2,83.85,3.18,0.9
2004,9,3,28.34,31.07,26.54,88.47,3.92,0.97
2004,9,4,28.35,32.05,25.35,88.46,11.86,1.41
2004,9,5,28.29,31.1,26.45,90.72,13.45,1.74
2004,9,6,28.58,31.55,26.08,87.36,2.6,2.53
2004,9,7,28.33,31.57,25.81,88.67,5.06,2.89
2004,9,8,28.03,30.71,26.08,91.08,6.18,2.4
2004,9,9,27.65,29.52,26.15,91.07,5.6,1.58
2004,9,10,26.44,27.72,25.33,93.76,34.36,2.36
2004,9,11,25.77,26.57,24.64,94.08,60.15,3.6
2004,9,12,26.48,28.32,25.11,94.29,89.89,4.79
2004,9,13,25.96,27.7,24.61,93.77,167.28,5.71
2004,9,14,25.3,27.28,23.55,94.88,45.1,4.31
2004,9,15,25.61,28.5,23.61,92.86,29.85,4.12
2004,9,16,24.99,26.53,23.4,94.55,15.03,4.14
2004,9,17,26.05,28.6,24.34,93.12,7.68,2.54
2004,9,18,26.31,28.66,24.67,92.13,4.77,2.05
2004,9,19,26.34,28.98,24.26,91.92,8.72,1.57
2004,9,20,27.16,30.21,24.53,88.56,4.09,1.1
2004,9,21,27.01,29.27,25.01,88.82,6.39,0.71
2004,9,22,27.27,30.59,24.81,89.48,20.42,1.36
2004,9,23,26.44,28.88,24.54,90.84,5.43,1.44
2004,9,24,27.06,30.03,24.68,89.91,4.0,1.67
2004,9,25,26.69,28.5,25.23,92.5,8.43,1.28
2004,9,26,27.5,30.37,24.85,88.88,1.23,0.91
2004,9,27,27.28,29.69,25.55,87.85,5.29,0.71
2004,9,28,26.7,28.85,25.04,91.66,8.8,1.02
2004,9,29,27.41,30.3,24.56,84.17,7.77,0.74
2004,9,30,27.24,30.43,24.65,85.44,5.1,1.01
2004,10,1,27.71,31.55,23.43,81.84,0.09,0.72
2004,10,2,27.08,29.92,24.37,86.95,0.78,0.89
2004,10,3,26.4,28.94,24.63,92.27,1.63,1.28
2004,10,4,25.91,28.47,24.27,91.27,5.65,1.59
2004,10,5,26.14,27.65,24.54,95.4,29.58,3.09
2004,10,6,26.38,27.94,25.03,95.54,29.56,3.04
2004,10,7,25.69,27.12,24.79,94.97,64.42,5.02
2004,10,8,25.54,27.96,22.72,92.98,24.09,4.76
2004,10,9,26.05,29.49,22.39,85.14,1.97,0.94
2004,10,10,26.75,30.39,23.04,81.13,0.0,1.02
2004,10,11,26.61,30.42,22.58,83.58,0.58,1.12
2004,10,12,26.46,30.46,22.88,85.73,1.01,1.41
2004,10,13,26.1,29.87,22.83,83.82,2.41,0.8
2004,10,14,26.17,29.23,23.99,84.25,8.03,0.68
2004,10,15,25.23,29.0,22.33,85.94,22.48,1.23
2004,10,16,23.49,27.92,20.06,86.5,0.1,2.46
2004,10,17,23.49,28.64,18.76,84.95,0.0,1.53
2004,10,18,24.35,29.13,19.59,84.98,0.0,1.26
2004,10,19,24.79,29.72,20.4,85.41,0.0,1.44
2004,10,20,24.6,29.82,20.08,85.0,0.0,1.55
2004,10,21,24.05,28.97,19.71,86.34,0.0,1.56
2004,10,22,23.94,29.18,19.4,83.73,0.0,1.2
2004,10,23,23.69,28.62,19.52,83.37,0.04,1.4
2004,10,24,23.49,28.9,18.75,81.7,0.46,1.22
2004,10,25,23.73,29.41,18.85,81.91,0.07,1.11
2004,10,26,24.14,29.21,19.69,79.04,0.0,0.97
2004,10,27,23.9,28.82,19.66,80.48,0.01,1.18
2004,10,28,24.09,29.03,19.59,79.62,0.04,0.99
2004,10,29,23.93,28.8,19.37,80.75,0.46,1.07
2004,10,30,23.15,27.75,19.34,83.57,0.09,1.31
2004,10,31,21.98,27.64,17.54,86.19,0.01,1.82
2004,11,1,21.42,27.11,16.87,86.37,0.0,1.96
2004,11,2,21.15,26.87,16.21,85.09,0.0,1.67
2004,11,3,21.36,27.57,16.46,82.28,0.0,1.32
2004,11,4,21.69,27.36,16.3,81.83,0.0,1.18
2004,11,5,22.91,28.52,18.1,79.32,0.0,0.83
2004,11,6,23.3,28.31,18.82,79.02,0.0,0.77
2004,11,7,23.12,28.01,18.49,74.13,0.0,0.76
2004,11,8,23.53,27.75,19.65,72.01,0.0,0.64
2004,11,9,22.74,27.43,18.57,78.1,0.0,1.22
2004,11,10,21.34,26.1,17.66,80.43,0.0,1.55
2004,11,11,20.11,26.09,15.33,81.49,0.0,1.61
2004,11,12,20.05,26.09,14.81,81.58,0.0,1.38
2004,11,13,20.3,26.4,15.12,82.7,0.0,1.6
2004,11,14,20.85,26.17,16.66,79.79,0.0,1.03
2004,11,15,20.22,25.36,16.53,79.8,0.0,1.02
2004,11,16,20.78,26.28,16.4,77.86,0.0,0.88
2004,11,17,21.41,26.39,16.59,75.95,0.0,0.64
2004,11,18,21.96,26.42,17.55,75.59,0.0,0.6
2004,11,19,22.86,27.0,18.97,74.76,0.0,0.58
2004,11,20,21.87,26.85,16.96,82.94,0.0,1.26
2004,11,21,21.52,27.18,17.14,84.63,0.0,1.13
2004,11,22,22.01,26.94,17.42,76.95,0.0,0.53
2004,11,23,21.86,26.17,17.21,73.63,0.28,0.57
2004,11,24,21.27,25.99,17.14,76.71,0.46,0.81
2004,11,25,20.45,25.95,15.69,82.02,0.0,1.35
2004,11,26,20.67,26.5,15.27,79.54,0.0,1.33
2004,11,27,21.75,27.52,16.45,71.09,0.0,0.69
2004,11,28,20.6,26.92,15.55,76.08,0.29,1.22
2004,11,29,21.34,26.99,16.31,73.97,0.01,0.78
2004,11,30,21.62,26.87,17.51,72.45,0.0,0.87
2004,12,1,20.83,26.8,16.08,73.22,0.0,1.0
2004,12,2,19.83,26.11,14.95,75.62,0.0,1.16
2004,12,3,18.95,25.72,13.83,79.93,0.0,1.55
2004,12,4,19.46,26.17,13.87,73.95,0.0,1.02
2004,12,5,20.49,26.31,15.07,66.09,0.0,0.54
2004,12,6,20.29,26.35,15.22,68.63,0.0,0.81
2004,12,7,20.41,26.24,14.17,75.47,0.0,1.04
2004,12,8,20.91,26.09,15.76,73.47,0.0,0.67
2004,12,9,21.18,25.77,16.43,70.77,0.0,0.42
2004,12,10,21.05,26.1,15.55,74.08,0.0,0.87
2004,12,11,21.4,26.65,16.27,77.27,0.0,1.02
2004,12,12,21.39,27.28,15.56,77.73,0.0,0.99
2004,12,13,21.08,26.88,16.6,77.19,0.0,0.91
2004,12,14,20.63,26.4,16.16,78.92,0.0,1.32
2004,12,15,20.68,26.48,16.8,77.04,0.0,1.26
2004,12,16,20.7,26.8,15.13,76.87,0.0,1.22
2004,12,17,21.26,26.91,16.61,72.69,0.0,0.97
2004,12,18,20.65,26.24,16.03,72.42,0.0,0.81
2004,12,19,20.14,25.32,14.35,70.64,0.0,0.83
2004,12,20,19.7,24.86,15.72,72.56,0.0,0.86
2004,12,21,19.96,24.93,15.25,75.39,0.62,1.42
2004,12,22,20.51,25.78,15.94,78.04,0.4,0.97
2004,12,23,18.95,25.13,13.73,77.87,0.0,1.36
2004,12,24,18.89,25.14,13.48,79.21,0.0,1.36
2004,12,25,19.17,26.0,14.14,77.26,0.0,1.52
2004,12,26,16.87,23.79,11.93,71.48,0.0,1.95
2004,12,27,14.71,22.29,8.92,63.34,0.0,1.62
2004,12,28,14.65,22.55,8.76,67.0,0.0,1.26
2004,12,29,15.78,22.65,10.28,62.87,0.0,0.76
2004,12,30,16.64,23.27,10.97,63.62,0.0,0.73
2004,12,31,17.04,23.36,11.24,64.7,0.0,0.91
2005,1,1,17.35,24.27,11.01,69.57,0.0,1.04
2005,1,2,17.93,24.15,12.44,73.55,0.0,1.03
2005,1,3,19.22,25.31,14.73,72.33,0.0,1.1
2005,1,4,18.91,24.05,15.38,74.67,0.0,1.28
2005,1,5,18.49,25.96,13.14,73.34,0.0,1.72
2005,1,6,17.86,25.67,11.65,74.04,0.0,1.4
2005,1,7,17.6,25.33,11.71,75.89,0.0,1.71
2005,1,8,17.71,25.62,11.82,73.52,0.0,1.71
2005,1,9,16.88,23.81,11.84,72.88,0.0,1.56
2005,1,10,17.28,23.98,11.34,57.77,0.07,1.11
2005,1,11,17.39,24.41,10.53,73.56,2.35,1.6
